Departamento;     Documento;     Nombres;     Apellidos;     Observaciones;     Tipo_Producto;     Nombre_Producto;    ISBN/ISSN;     Tipo_Obra;     Publicado_en;     País;     Año;     Idioma;     Volumen;     Página;     Nombre_del_Capítulo;     Carácter;     Idioma_Destino;     Entidad;     Número/Código_Registro;     Observaciones_Extra
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Otro;MDR Acinetobacter sp. from Colombia;-;-;2nd European Conference on Antimicrobial Resistance and Infection Prevention;Vilnius   - ULAC Nugaletoju St. 14 D, LT-10105 Vilnius;2013;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Ponencia en Eventos Especializados;Wokshop FreeBIT, HPC y FLOSS, Supercomputación y Software Libre en Ciencias de la Vida y Salud;-;-;IV Congreso Argentino de Bioinformática y Biología Computacional (4CAB2C);Buenos Aires   - CIFASIS-CONICET (Campus CCT Rosario);2013;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Ponencia en Eventos Especializados;Bioinformática y el desarrollo Farmacéutico;-;-;Día Panamericano Químico Farmacéutico;Loja   - Universidad Técnica Popular de Loja;2013;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Ponencia en Eventos Especializados;Bioinformática: Recopilación. Integración y generación de conocimiento biológico;-;-;Sexto Congreso Colombiano de Computación;MANIZALES   - Universidad Nacional de Colombia, campus la Nubia Manizales, Colombia;2011;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Otro;Uso de herramientas bioinformáticas combinado con estudios moleculares para identificar redes de genes expresados en islotes pancreáticos durante el desarrollo de diabetes tipo;-;-;Segundo Congreso Colombiano de Biotecnología y Primer Seminario Internacional de Bionegocios;BOGOTÁ, D.C.;2004;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Otro;Búsqueda de dominios específicos para la clase hexapoda (Phylum: Arthropoda);-;-;Segundo Congreso Colombiano de Biotecnología y Primer Seminario Internacional de Bionegocios;BOGOTÁ, D.C.;2004;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Otro;Modelo para la Identificación de genes para Betalactamasas de espectro extendido (BLEE);-;-;Segundo Congreso Colombiano de Biotecnología y Primer Seminario Internacional de Bionegocios;BOGOTÁ, D.C.;2004;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Otro;Diseño de una estrategia para la evaluación de atributos funcionales edáficos mediante sondas de ADN;-;-;Segundo Congreso Colombiano de Biotecnología y Primer Seminario Internacional de Bionegocios;BOGOTÁ, D.C.;2004;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Otro;Uso de herramientas bioinformáticas combinado con estudios moleculares para identificar redes de genes expresados en islotes pancreáticos durante el desarrollo de diabetes tipo;-;-;Segundo Congreso Colombiano de Biotecnología y Primer Seminario Internacional de Bionegocios;BOGOTÁ, D.C.;2004;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Otro;aproximación filogenética molecular para probar una hipótesis de distribución de anfibios en los Andes colombianos;-;-;Segundo Congreso Colombiano de Biotecnología y Primer Seminario Internacional de Bionegocios;BOGOTÁ, D.C.;2004;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Capítulos en Memorias de Congresos;Biodiversidad y bioinformática;-;-;Primeras jornadas iberoamericanas de bioinformática;CARTAGENA DE INDIAS;2005;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Capítulos en Memorias de Congresos;EnkiDB: Integración de datos moleculares y taxonómicos;-;-;II Jornadas Iberoamericanas de Bioinformática;BUENOS AIRES;2006;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Capítulos en Memorias de Congresos;BLA-ID. Beta-lactamase data base;-;-;Workshop on Collaborative Bioinformaticas, EMBnet Annual General Meeting 2007, RIB Annual General Meeting 2007;Málaga;2007;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Capítulos en Memorias de Congresos;Normalizacao y seleccao de genes com expressao diferencial: mRNA splicing factors microarrays;-;-;XV Congresso Anual da Sociedade Portuguesa de Estatística;Lisboa;2007;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Capítulos en Memorias de Congresos;Gene Selection Based on Category Detection of GeneOntology;-;-;Critical Assessment. of Microarray Data Analysis (CAMDA 2007);Valencia   - Valencia, España;2007;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Capítulos en Memorias de Congresos;Diferenciación de variantes de Beta-lactamasas del grupo ctx-m-1 por PCR y polimorfísmo conformacional de cadena sencilla para fragmentos de restricción (PCR-RF-SSCP) en aislamientos de enterobacterias;-;-;III Congreso Colombiano de Biotecnología, II Seminario Internacional de Bionegocios;BOGOTÁ, D.C.;2008;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Capítulos en Memorias de Congresos;Diseño e implementación de un sistema bioinformático para el almacenamiento y clasificación de beta-lactamasas: Bla.id;-;-;III Congreso Colombiano de Biotecnología, II Seminario Internacional de Bionegocios;BOGOTÁ, D.C.;2008;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Capítulos en Memorias de Congresos;Evaluación de patrones de expresión génica en pacientes con síndrome de fatiga crónica;-;-;III Congreso Colombiano de Biotecnología, II Seminario Internacional de Bionegocios;BOGOTÁ, D.C.;2008;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Capítulos en Memorias de Congresos;Optimization of Normalization Methods for RNA Inmunoprecipitation Microarrays;-;-;CompStat´2008 International Conference on Computational Statistics;Porto;2008;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Capítulos en Memorias de Congresos;Storing, Classification and Beta-lactamase secuence molecular patterns detection;-;-;EMBnet Conference 2008: "Leading Applications and Technologies in Bioinformatics";Martina Franca;2008;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Capítulos en Memorias de Congresos;BLAME, Blast Made Easy. A system for visualization , analysis and creation of Blast aligments;-;-;RIB 2008 Conference. The 5th Annual RIB Conference;Santiago de Chile;2008;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Otro;Statistical methodologies for rip-chip data analysis;-;-;XVII annual conference of portuguese statistical society;Lisboa;2012;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Capítulos en Memorias de Congresos;Búsqueda e identificación de nuevos candidatos a vacuna contra la malaria producida por Plasmodium vivax;-;-;I Jornadas Iberoamericanas de Bioinformatica;CARTAGENA DE INDIAS   - CFCE de Cartagena de Indias;2005;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Capítulos en Memorias de Congresos;Survey and analysis of microsatellites from transcript sequences in Phytophthora species;-;-;Workshop on Collaborative Bioinformatics, EMBnet Annual General Meeting 2007, RIB Annual General Meeting 2007;Málaga   - Estocolmo;2007;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Capítulos en Memorias de Congresos;Pre-processing optimization of RNA immunoprecipitation of microarray data;-;-;RIB 2008 Conference. The 5th Annual RIB;Santiago de Chile   - Pontificia Universidad Católica de Chile;2008;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Otro;Diseño de sondas para microarreglos para evaluar muestras metagenomicas de suelos de cultivos de Solanum phureja.;-;-;Primer Congreso Colombiano de Biología Computacional;BOGOTÁ, D.C.;2011;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Otro;Identificación in silico de genes de ciclos biogeoquimicos y agentes fitopatogenos mas relevantes en el cultivo de papa criolla;-;-;Primer Congreso Colombiano de Biología Computacional;BOGOTÁ, D.C.;2011;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Ponencia en Eventos Especializados;Desarrollo de estrategias bioinformáticas para el análisis de metacomunidades microbianas de suelos rizosfericos de papa criolla (Solanum phureja;-;-;Primer Congreso Colombiano de Biología Computacional;BOGOTÁ, D.C.;2011;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Otro;La combinación de SNPs de la vía neuroendocrina y de la neurotransmisión seleccionados por un enfoque supervisado son marcador objetivo del síndrome de fatiga crónica;-;-;Primer Congreso Colombiano de Biología Computacional;BOGOTÁ, D.C.;2011;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Otro;La combinación de SNPs de la vía neuroendocrina y de la neurotransmisión seleccionados por un enfoque supervisado son marcador objetivo del síndrome de fatiga crónica;-;-;Primer Congreso Colombiano de Biología Computacional;BOGOTÁ, D.C.;2011;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Otro;MDR Acinetobacter sp. from Colombia;-;-;2nd ARIP European Conference;Vilnius;2012;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Capítulos en Memorias de Congresos;Bioinformática y Biodiversidad;-;-;Primer Congreso Colombiano de Biotecnología;BOGOTÁ, D.C.   - Instituto de Biotecnología;2002;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Ponencia en Eventos Especializados;Desarrollo de estrategias bioinformáticas para el análisis de metacomunidades microbianas de suelos rizosfericos de papa criolla (Solanum phureja);-;-;Primer Congreso Colombiano de Biotecnología;BOGOTÁ, D.C.   - Instituto de Biotecnología;2002;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Ponencia en Eventos Especializados;La combinación de SNPs de la vía neuroendocrina y de la neurotransmisión seleccionados por un enfoque supervisado son marcador objetivo del síndrome de fatiga crónica;-;-;Primer Congreso Colombiano de Biotecnología;BOGOTÁ, D.C.   - Instituto de Biotecnología;2002;-;-;-;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Artículo de revista;Experimental Adaptation of Rotaviruses to Tumor Cell Lines;1932-6203;-;Plos One;-;2016;Sin Información;11;1 a 25;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Artículo de revista;The Complete Sequence of the First Spodoptera frugiperda Betabaculovirus Genome: A Natural Multiple Recombinant Virus;1999-4915;-;Viruses-Basel;-;2015;Sin Información;7;394 a 421;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Artículo de revista;Draft Genome Sequences of Multidrug-Resistant Acinetobacter sp. Strains from Colombian Hospitals;2169-8287;-;GENOME ANNOUNCEMENTS;-;2013;Sin Información;1;00868 a 00868 a 13;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Artículo de revista;Selección supervisada de polimorfismos de nucleótido único en el síndrome de fatiga crónica.;0120-4157;-;Biomedica : Revista Del Instituto Nacional De Salud;-;2011;Sin Información;31;613 a 621;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Artículo de revista;Characterisation of a Colombian granulovirus (Baculoviridae: Betabaculovirus) isolated from Spodoptera frugiperda (Lepidoptera: Noctuidae) larvae;0958-3157;-;Biocontrol Science And Technology;-;2014;Sin Información;24;1265 a 1285;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Artículo de revista;Análisis genómico del resistoma de la cepa  de  Acinetobacter baumannii  ABIBUN 107m multi-resistente  y persistente  en hospitales colombianos;0123-3475;-;Revista Colombiana De Biotecnología;-;2014;Sin Información;XVI;104 a 113;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Artículo de revista;MDR Acinetobacter sp. from Colombia;1392-3218;-;Bendrosios Praktikos Lietuvos Gydytojo;-;2012;Sin Información;16;21 a 22;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Artículo de revista;Supervised selection of single nucleotide polymorphisms  in chronic fatigue syndrome;0120-4157;-;Biomedica : Revista Del Instituto Nacional De Salud;-;2011;Sin Información;31;613 a 621;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Artículo de revista;Pre - processing Optimization of RNA Immunoprecipitation Microarray Data;1066-5277;-;Journal Of Computational Biology;-;2011;Sin Información;18;1319 a 1328;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Artículo de revista;Hunting for insect-specific protein domains;1434-3207;-;In Silico Biology;-;2006;Sin Información;6;0004 a 0006;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Artículo de revista;Fácil Interpretación de algunos fármacos a partir de sus espectros de infrarrojo empleando Microcomputadores;1027-3956;-;Rev. Mex. Cien. Farm.;-;1987;Sin Información;17;1 a 10;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Artículo de revista;Conversión computarizada a notaciones lineales de Wiswesser (WLN) de los nombres I.U.P.A.C. en español de compuestos orgánicos;1027-3956;-;Rev. Mex. Cien. Farm.;-;1987;Sin Información;15;1 a 10;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Artículo de revista;Representación bidimensional de fórmulas estructurales de compuestos orgánicos mediante decodificación por microcomputador de la notación lineal de Wiswasser;1027-3956;-;Rev. Mex. Cien. Farm.;-;1987;Sin Información;18;33 a 33;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Artículo de revista;Relación Estructura Actividad - Biológica: Una Revisión Retrospectiva;0034-7418;-;Revista Colombiana De Ciencias Químico Farmacéuticas;-;1989;Sin Información;18;81 a 81;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Artículo de revista;El computador como herramienta en la preformulación de medicamentos Parte I : Aplicación en el diseño de formas líquidas homogéneas;0034-7418;-;Revista Colombiana De Ciencias Químico Farmacéuticas;-;1991;Sin Información;19;35 a 38;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Artículo de revista;Un posible modelo matemático para la ecuación de la constante dieléctrica;0034-7418;-;Revista Colombiana De Ciencias Químico Farmacéuticas;-;1993;Sin Información;20;15 a 23;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Artículo de revista;Modelo Propuesto para la Creación de un Centro de Información sobre Medicamentos en una Unidad Universitaria Farmacéutica;0034-7418;-;Revista Colombiana De Ciencias Químico Farmacéuticas;-;1991;Sin Información;19;7 a 14;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Artículo de revista;Bioinformática: Historia y perspectivas futuras;0120-5595;-;Colombia Ciencia Y Tecnología;-;2002;Sin Información;20;36 a 44;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Artículo de revista;¿Un análisis de la transferencia y apropiación del conocimiento en la investigación de Universidades Colombianas¿.;0121-3261;-;Investigación & Desarrollo;-;2005;Sin Información;13;128 a 157;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Artículo de revista;Survey and analysis of microsatellites from transcript sequences in Phytophthora species: frequency, distribution, and potential as markers for the genus;1471-2164;-;Bmc Genomics;-;2006;Sin Información;7;001 a 37;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Artículo de revista;QUANTITATIVE AND COMPUTATIONAL MODELING OF PLANT-PATHOGEN INTERACTIONS: THE CASE OF PHYTOPHTHORA;1742-4682;-;Theoretical Biology & Medical Modelling;-;2009;Sin Información;6;1 a 11;-;-;-;-;-;-
Departamento de Ingeniería de Sistemas e Industrial;123;Emiliano;Barreto Hernández;-;Artículo de revista;IDENTIFICACIÓN POR PCR-SSCP DE GENES DE CEFOTAXIMASAS EN AISLAMIENTOS HOSPITALARIOS DE ENTEROBACTERIACEAE;0123-3475;-;Revista Colombiana De Biotecnología;-;2009;Sin Información;11;57 a 65;-;-;-;-;-;-
